;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 05/08/2020 17:22:50
;----------------------------------------------

;Address Opcode 	ASM
0x2900	0x3609      	RLCF        R9, 1, 0
;__Lib_Math.c,116 :: 		
0x2902	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,117 :: 		
0x2904	0x5E08      	SUBWF       R8, 1, 0
;__Lib_Math.c,118 :: 		
0x2906	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,119 :: 		
0x2908	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,120 :: 		
0x290A	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,121 :: 		
0x290C	0x5E09      	SUBWF       R9, 1, 0
;__Lib_Math.c,122 :: 		
0x290E	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,123 :: 		
0x2910	0xD007      	BRA         $+16
;__Lib_Math.c,124 :: 		
0x2912	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,125 :: 		
0x2914	0x2608      	ADDWF       R8, 1, 0
;__Lib_Math.c,126 :: 		
0x2916	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,127 :: 		
0x2918	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,128 :: 		
0x291A	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,129 :: 		
0x291C	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,130 :: 		
0x291E	0x90D8      	BCF         STATUS, 0, 0
;__Lib_Math.c,131 :: 		
0x2920	0x3600      	RLCF        R0, 1, 0
;__Lib_Math.c,132 :: 		
0x2922	0x3601      	RLCF        R1, 1, 0
;__Lib_Math.c,133 :: 		
0x2924	0x2E0C      	DECFSZ      R12, 1, 0
;__Lib_Math.c,134 :: 		
0x2926	0xD7EA      	BRA         $-42
;__Lib_Math.c,136 :: 		
0x2928	0x0012      	RETURN      0
; end of _Div_16x16_U
_Lcd_Chr:
;__Lib_Lcd.c,65 :: 		
;__Lib_Lcd.c,66 :: 		
0x292A	0xD010      	BRA         L_Lcd_Chr4
;__Lib_Lcd.c,67 :: 		
L_Lcd_Chr6:
0x292C	0x0E80      	MOVLW       128
0x292E	0x0102      	MOVLB       2
0x2930	0x6FB4      	MOVWF       FARG_Lcd_Chr_row, 1
0x2932	0xD01A      	BRA         L_Lcd_Chr5
;__Lib_Lcd.c,68 :: 		
L_Lcd_Chr7:
0x2934	0x0EC0      	MOVLW       192
0x2936	0x6FB4      	MOVWF       FARG_Lcd_Chr_row, 1
0x2938	0xD017      	BRA         L_Lcd_Chr5
;__Lib_Lcd.c,69 :: 		
L_Lcd_Chr8:
0x293A	0x0E94      	MOVLW       148
0x293C	0x6FB4      	MOVWF       FARG_Lcd_Chr_row, 1
0x293E	0xD014      	BRA         L_Lcd_Chr5
;__Lib_Lcd.c,70 :: 		
L_Lcd_Chr9:
0x2940	0x0ED4      	MOVLW       212
0x2942	0x6FB4      	MOVWF       FARG_Lcd_Chr_row, 1
0x2944	0xD011      	BRA         L_Lcd_Chr5
;__Lib_Lcd.c,71 :: 		
L_Lcd_Chr10:
0x2946	0x0E80      	MOVLW       128
0x2948	0x6FB4      	MOVWF       FARG_Lcd_Chr_row, 1
;__Lib_Lcd.c,72 :: 		
0x294A	0xD00E      	BRA         L_Lcd_Chr5
L_Lcd_Chr4:
0x294C	0x0102      	MOVLB       2
0x294E	0x51B4      	MOVF        FARG_Lcd_Chr_row, 0, 1
0x2950	0x0A01      	XORLW       1
0x2952	0xE0EC      	BZ          L_Lcd_Chr6
0x2954	0x51B4      	MOVF        FARG_Lcd_Chr_row, 0, 1
0x2956	0x0A02      	XORLW       2
0x2958	0xE0ED      	BZ          L_Lcd_Chr7
0x295A	0x51B4      	MOVF        FARG_Lcd_Chr_row, 0, 1
0x295C	0x0A03      	XORLW       3
0x295E	0xE0ED      	BZ          L_Lcd_Chr8
0x2960	0x51B4      	MOVF        FARG_Lcd_Chr_row, 0, 1
0x2962	0x0A04      	XORLW       4
0x2964	0xE0ED      	BZ          L_Lcd_Chr9
0x2966	0xD7EF      	BRA         L_Lcd_Chr10
L_Lcd_Chr5:
;__Lib_Lcd.c,74 :: 		
0x2968	0x05B5      	DECF        FARG_Lcd_Chr_column, 0, 1
0x296A	0x6E00      	MOVWF       R0 
0x296C	0x51B4      	MOVF        FARG_Lcd_Chr_row, 0, 1
0x296E	0x2600      	ADDWF       R0, 1 
0x2970	0xF2B4C000  	MOVFF       R0, FARG_Lcd_Chr_row
;__Lib_Lcd.c,76 :: 		
0x2974	0x0100      	MOVLB       0
0x2976	0x8160      	BSF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0), 1
;__Lib_Lcd.c,77 :: 		
0x2978	0xF2D5C000  	MOVFF       R0, FARG_Lcd_Cmd_out_char
0x297C	0xF002EC9B  	CALL        _Lcd_Cmd, 0
;__Lib_Lcd.c,79 :: 		
0x2980	0x9160      	BCF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0), 1
;__Lib_Lcd.c,80 :: 		
0x2982	0xF2D5C2B6  	MOVFF       FARG_Lcd_Chr_out_char, FARG_Lcd_Cmd_out_char
0x2986	0xF002EC9B  	CALL        _Lcd_Cmd, 0
;__Lib_Lcd.c,81 :: 		
0x298A	0x8160      	BSF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0), 1
;__Lib_Lcd.c,82 :: 		
0x298C	0x0012      	RETURN      0
; end of _Lcd_Chr
_novo_Arquivo:
;SDCard.c,14 :: 		void novo_Arquivo(){
;SDCard.c,16 :: 		Mmc_Fat_Assign(&nomearquivo, 0xA0);          //Cria arquivo para escrita
0x298E	0x0E2E      	MOVLW       _nomearquivo
0x2990	0x0102      	MOVLB       2
0x2992	0x6FBA      	MOVWF       FARG_Mmc_Fat_Assign_filename, 1
0x2994	0x0E00      	MOVLW       hi_addr(_nomearquivo)
0x2996	0x6FBB      	MOVWF       FARG_Mmc_Fat_Assign_filename+1, 1
0x2998	0x0EA0      	MOVLW       160
0x299A	0x6FBC      	MOVWF       FARG_Mmc_Fat_Assign_file_cre_attr, 1
0x299C	0xF00BEC8E  	CALL        _Mmc_Fat_Assign, 0
;SDCard.c,17 :: 		Mmc_Fat_Rewrite();                        //Limpa arquivo para escrever novo dado
0x29A0	0xF00EECBF  	CALL        _Mmc_Fat_Rewrite, 0
;SDCard.c,19 :: 		Lcd_Out(2, 1, "Ok");                        //mensagem de status
0x29A4	0x0E02      	MOVLW       2
0x29A6	0x0102      	MOVLB       2
0x29A8	0x6FBA      	MOVWF       FARG_Lcd_Out_row, 1
0x29AA	0x0E01      	MOVLW       1
0x29AC	0x6FBB      	MOVWF       FARG_Lcd_Out_column, 1
0x29AE	0x0E39      	MOVLW       ?lstr1_SDCard
0x29B0	0x6FBC      	MOVWF       FARG_Lcd_Out_text, 1
0x29B2	0x0E00      	MOVLW       hi_addr(?lstr1_SDCard)
0x29B4	0x6FBD      	MOVWF       FARG_Lcd_Out_text+1, 1
0x29B6	0xF00EEC7B  	CALL        _Lcd_Out, 0
;SDCard.c,21 :: 		conteudoarquivo[0] = 42/10 + 48;            //escreve o número 4 na posição 0 da string
0x29BA	0x0E34      	MOVLW       52
0x29BC	0x6E47      	MOVWF       _conteudoarquivo 
;SDCard.c,22 :: 		conteudoarquivo[1] = 42%10 + 48;            //escreve o número 2 na posição 1 da string
0x29BE	0x0E32      	MOVLW       50
0x29C0	0x6E48      	MOVWF       _conteudoarquivo+1 
;SDCard.c,24 :: 		Mmc_Fat_Write(conteudoarquivo, TAMANHO-1); //escreve no cartão
0x29C2	0x0E47      	MOVLW       _conteudoarquivo
0x29C4	0x0102      	MOVLB       2
0x29C6	0x6FBA      	MOVWF       FARG_Mmc_Fat_Write_fdata, 1
0x29C8	0x0E00      	MOVLW       hi_addr(_conteudoarquivo)
0x29CA	0x6FBB      	MOVWF       FARG_Mmc_Fat_Write_fdata+1, 1
0x29CC	0x0E17      	MOVLW       23
0x29CE	0x6FBC      	MOVWF       FARG_Mmc_Fat_Write_data_len, 1
0x29D0	0x0E00      	MOVLW       0
0x29D2	0x6FBD      	MOVWF       FARG_Mmc_Fat_Write_data_len+1, 1
0x29D4	0xF00FEC2C  	CALL        _Mmc_Fat_Write, 0
;SDCard.c,26 :: 		} // end void novo_Arquivo
0x29D8	0x0012      	RETURN      0
; end of _novo_Arquivo
_Lcd_Init:
;__Lib_Lcd.c,84 :: 		
;__Lib_Lcd.c,86 :: 		
0x29DA	0x9693      	BCF         LCD_EN_Direction, BitPos(LCD_EN_Direction+0) 
;__Lib_Lcd.c,87 :: 		
0x29DC	0x9493      	BCF         LCD_RS_Direction, BitPos(LCD_RS_Direction+0) 
;__Lib_Lcd.c,88 :: 		
0x29DE	0x9893      	BCF         LCD_D4_Direction, BitPos(LCD_D4_Direction+0) 
;__Lib_Lcd.c,89 :: 		
0x29E0	0x9A93      	BCF         LCD_D5_Direction, BitPos(LCD_D5_Direction+0) 
;__Lib_Lcd.c,90 :: 		
0x29E2	0x9C93      	BCF         LCD_D6_Direction, BitPos(LCD_D6_Direction+0) 
;__Lib_Lcd.c,91 :: 		
0x29E4	0x9E93      	BCF         LCD_D7_Direction, BitPos(LCD_D7_Direction+0) 
;__Lib_Lcd.c,93 :: 		
0x29E6	0x9681      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,94 :: 		
0x29E8	0x9481      	BCF         LCD_RS, BitPos(LCD_RS+0) 
;__Lib_Lcd.c,95 :: 		
0x29EA	0x9E81      	BCF         LCD_D7, BitPos(LCD_D7+0) 
;__Lib_Lcd.c,96 :: 		
0x29EC	0x9C81      	BCF         LCD_D6, BitPos(LCD_D6+0) 
;__Lib_Lcd.c,97 :: 		
0x29EE	0x9A81      	BCF         LCD_D5, BitPos(LCD_D5+0) 
;__Lib_Lcd.c,98 :: 		
0x29F0	0x9881      	BCF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,100 :: 		
0x29F2	0xF000ECA0  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,101 :: 		
0x29F6	0xF000ECA0  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,102 :: 		
0x29FA	0xF000ECA0  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,105 :: 		
0x29FE	0x8A81      	BSF         LCD_D5, BitPos(LCD_D5+0) 
;__Lib_Lcd.c,106 :: 		
0x2A00	0x8881      	BSF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,107 :: 		
0x2A02	0x8681      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,108 :: 		
0x2A04	0xF000EC9B  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,109 :: 		
0x2A08	0x9681      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,110 :: 		
0x2A0A	0xF000ECA0  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,112 :: 		
0x2A0E	0x8681      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,113 :: 		
0x2A10	0xF000EC9B  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,114 :: 		
0x2A14	0x9681      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,115 :: 		
0x2A16	0xF000ECA0  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,117 :: 		
0x2A1A	0x8681      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,118 :: 		
0x2A1C	0xF000EC9B  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,119 :: 		
0x2A20	0x9681      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,120 :: 		
0x2A22	0xF000ECA0  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,123 :: 		
0x2A26	0x9881      	BCF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,124 :: 		
0x2A28	0x8681      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,125 :: 		
0x2A2A	0xF000EC9B  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,126 :: 		
0x2A2E	0x9681      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,127 :: 		
0x2A30	0xF000ECA0  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,130 :: 		
0x2A34	0x8681      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,131 :: 		
0x2A36	0xF000EC9B  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,132 :: 		
0x2A3A	0x9681      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,134 :: 		
0x2A3C	0x9A81      	BCF         LCD_D5, BitPos(LCD_D5+0) 
;__Lib_Lcd.c,135 :: 		
0x2A3E	0x8E81      	BSF         LCD_D7, BitPos(LCD_D7+0) 
;__Lib_Lcd.c,136 :: 		
0x2A40	0x8681      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,137 :: 		
0x2A42	0xF000EC9B  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,138 :: 		
0x2A46	0x9681      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,139 :: 		
0x2A48	0xF000ECA0  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,142 :: 		
0x2A4C	0x9E81      	BCF         LCD_D7, BitPos(LCD_D7+0) 
;__Lib_Lcd.c,143 :: 		
0x2A4E	0x8881      	BSF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,144 :: 		
0x2A50	0x8681      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,145 :: 		
0x2A52	0xF000EC9B  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,146 :: 		
0x2A56	0x9681      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,148 :: 		
0x2A58	0x9881      	BCF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,149 :: 		
0x2A5A	0x8681      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,150 :: 		
0x2A5C	0xF000EC9B  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,151 :: 		
0x2A60	0x9681      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,152 :: 		
0x2A62	0xF000ECA0  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,155 :: 		
0x2A66	0x8681      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,156 :: 		
0x2A68	0xF000EC9B  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,157 :: 		
0x2A6C	0x9681      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,159 :: 		
0x2A6E	0x8881      	BSF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,160 :: 		
0x2A70	0x8681      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,161 :: 		
0x2A72	0xF000EC9B  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,162 :: 		
0x2A76	0x9681      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,163 :: 		
0x2A78	0xF000ECA0  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,166 :: 		
0x2A7C	0x9881      	BCF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,167 :: 		
0x2A7E	0x8681      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,168 :: 		
0x2A80	0xF000EC9B  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,169 :: 		
0x2A84	0x9681      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,171 :: 		
0x2A86	0x8E81      	BSF         LCD_D7, BitPos(LCD_D7+0) 
;__Lib_Lcd.c,172 :: 		
0x2A88	0x8C81      	BSF         LCD_D6, BitPos(LCD_D6+0) 
;__Lib_Lcd.c,173 :: 		
0x2A8A	0x8A81      	BSF         LCD_D5, BitPos(LCD_D5+0) 
;__Lib_Lcd.c,174 :: 		
0x2A8C	0x8881      	BSF         LCD_D4, BitPos(LCD_D4+0) 
;__Lib_Lcd.c,175 :: 		
0x2A8E	0x8681      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,176 :: 		
0x2A90	0xF000EC9B  	CALL        _Delay_1us, 0
;__Lib_Lcd.c,177 :: 		
0x2A94	0x9681      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,179 :: 		
0x2A96	0xF000ECA0  	CALL        _Delay_5500us, 0
;__Lib_Lcd.c,181 :: 		
0x2A9A	0x0100      	MOVLB       0
0x2A9C	0x8160      	BSF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0), 1
;__Lib_Lcd.c,182 :: 		
0x2A9E	0x0012      	RETURN      0
; end of _Lcd_Init
___CC2DW:
;__Lib_System.c,21 :: 		
;__Lib_System.c,23 :: 		
_CC2DL_Loop1:
;__Lib_System.c,24 :: 		
0x2AA0	0x0009      	TBLRD*+
;__Lib_System.c,25 :: 		
0x2AA2	0xFFE6CFF5  	MOVFF       TABLAT, POSTINC1
;__Lib_System.c,26 :: 		
0x2AA6	0x0600      	DECF        R0, 1, 0
;__Lib_System.c,27 :: 		
0x2AA8	0xE1FB      	BNZ         _CC2DL_Loop1
;__Lib_System.c,28 :: 		
0x2AAA	0x0601      	DECF        R1, 1, 0
;__Lib_System.c,29 :: 		
0x2AAC	0xE1F9      	BNZ         _CC2DL_Loop1
;__Lib_System.c,31 :: 		
0x2AAE	0x0012      	RETURN      0
; end of ___CC2DW
_start_SD:
;SDCard.c,28 :: 		void start_SD(){
;SDCard.c,31 :: 		SPI1_Init_Advanced(_SPI_MASTER_OSC_DIV64, _SPI_DATA_SAMPLE_MIDDLE, _SPI_CLK_IDLE_LOW, _SPI_LOW_2_HIGH);
0x2AB0	0x0E02      	MOVLW       2
0x2AB2	0x0102      	MOVLB       2
0x2AB4	0x6FB4      	MOVWF       FARG_SPI1_Init_Advanced_master, 1
0x2AB6	0x6BB5      	CLRF        FARG_SPI1_Init_Advanced_data_sample, 1
0x2AB8	0x6BB6      	CLRF        FARG_SPI1_Init_Advanced_clock_idle, 1
0x2ABA	0x0E01      	MOVLW       1
0x2ABC	0x6FB7      	MOVWF       FARG_SPI1_Init_Advanced_transmit_edge, 1
0x2ABE	0xDD16      	RCALL       _SPI1_Init_Advanced
;SDCard.c,34 :: 		if (Mmc_Fat_Init() == 0)
0x2AC0	0xDD41      	RCALL       _Mmc_Fat_Init
0x2AC2	0x5000      	MOVF        R0, 0 
0x2AC4	0x0A00      	XORLW       0
0x2AC6	0xE113      	BNZ         L_start_SD0
;SDCard.c,37 :: 		SPI1_Init_Advanced(_SPI_MASTER_OSC_DIV4, _SPI_DATA_SAMPLE_MIDDLE, _SPI_CLK_IDLE_LOW, _SPI_LOW_2_HIGH);
0x2AC8	0x0102      	MOVLB       2
0x2ACA	0x6BB4      	CLRF        FARG_SPI1_Init_Advanced_master, 1
0x2ACC	0x6BB5      	CLRF        FARG_SPI1_Init_Advanced_data_sample, 1
0x2ACE	0x6BB6      	CLRF        FARG_SPI1_Init_Advanced_clock_idle, 1
0x2AD0	0x0E01      	MOVLW       1
0x2AD2	0x6FB7      	MOVWF       FARG_SPI1_Init_Advanced_transmit_edge, 1
0x2AD4	0xDD0B      	RCALL       _SPI1_Init_Advanced
;SDCard.c,39 :: 		Lcd_Out(1, 1, "SD Start!");
0x2AD6	0x0E01      	MOVLW       1
0x2AD8	0x6FBA      	MOVWF       FARG_Lcd_Out_row, 1
0x2ADA	0x0E01      	MOVLW       1
0x2ADC	0x6FBB      	MOVWF       FARG_Lcd_Out_column, 1
0x2ADE	0x0E3C      	MOVLW       ?lstr2_SDCard
0x2AE0	0x6FBC      	MOVWF       FARG_Lcd_Out_text, 1
0x2AE2	0x0E00      	MOVLW       hi_addr(?lstr2_SDCard)
0x2AE4	0x6FBD      	MOVWF       FARG_Lcd_Out_text+1, 1
0x2AE6	0xF00EEC7B  	CALL        _Lcd_Out, 0
;SDCard.c,41 :: 		novo_Arquivo();
0x2AEA	0xDF51      	RCALL       _novo_Arquivo
;SDCard.c,43 :: 		}
0x2AEC	0xD00B      	BRA         L_start_SD1
L_start_SD0:
;SDCard.c,47 :: 		Lcd_Out(1, 1, "SD Error!");
0x2AEE	0x0E01      	MOVLW       1
0x2AF0	0x0102      	MOVLB       2
0x2AF2	0x6FBA      	MOVWF       FARG_Lcd_Out_row, 1
0x2AF4	0x0E01      	MOVLW       1
0x2AF6	0x6FBB      	MOVWF       FARG_Lcd_Out_column, 1
0x2AF8	0x0E15      	MOVLW       ?lstr3_SDCard
0x2AFA	0x6FBC      	MOVWF       FARG_Lcd_Out_text, 1
0x2AFC	0x0E00      	MOVLW       hi_addr(?lstr3_SDCard)
0x2AFE	0x6FBD      	MOVWF       FARG_Lcd_Out_text+1, 1
0x2B00	0xF00EEC7B  	CALL        _Lcd_Out, 0
;SDCard.c,48 :: 		}
L_start_SD1:
;SDCard.c,50 :: 		delay_ms(1000);   //aguarda...
0x2B04	0x0E15      	MOVLW       21
0x2B06	0x6E0B      	MOVWF       R11, 0
0x2B08	0x0E4B      	MOVLW       75
0x2B0A	0x6E0C      	MOVWF       R12, 0
0x2B0C	0x0EBE      	MOVLW       190
0x2B0E	0x6E0D      	MOVWF       R13, 0
L_start_SD2:
0x2B10	0x2E0D      	DECFSZ      R13, 1, 0
0x2B12	0xD7FE      	BRA         L_start_SD2
0x2B14	0x2E0C      	DECFSZ      R12, 1, 0
0x2B16	0xD7FC      	BRA         L_start_SD2
0x2B18	0x2E0B      	DECFSZ      R11, 1, 0
0x2B1A	0xD7FA      	BRA         L_start_SD2
0x2B1C	0x0000      	NOP
;SDCard.c,52 :: 		} // end void start_SD
0x2B1E	0x0012      	RETURN      0
; end of _start_SD
_ADC_Read:
;__Lib_ADC_A_D.c,35 :: 		
;__Lib_ADC_A_D.c,38 :: 		
0x2B20	0x6AC2      	CLRF        ADCON0 
;__Lib_ADC_A_D.c,39 :: 		
0x2B22	0x0E07      	MOVLW       7
0x2B24	0x12C0      	IORWF       ADCON2, 1 
;__Lib_ADC_A_D.c,40 :: 		
0x2B26	0x8EC0      	BSF         ADCON2, 7 
;__Lib_ADC_A_D.c,41 :: 		
0x2B28	0xF000C2B0  	MOVFF       FARG_ADC_Read_channel, R0
0x2B2C	0x3600      	RLCF        R0, 1 
0x2B2E	0x9000      	BCF         R0, 0 
0x2B30	0x3600      	RLCF        R0, 1 
0x2B32	0x9000      	BCF         R0, 0 
0x2B34	0x5000      	MOVF        R0, 0 
0x2B36	0x12C2      	IORWF       ADCON0, 1 
;__Lib_ADC_A_D.c,42 :: 		
0x2B38	0x80C2      	BSF         ADCON0, 0 
;__Lib_ADC_A_D.c,43 :: 		
0x2B3A	0xDED7      	RCALL       _Delay_22us
;__Lib_ADC_A_D.c,44 :: 		
0x2B3C	0x82C2      	BSF         ADCON0, 1 
;__Lib_ADC_A_D.c,45 :: 		
L_ADC_Read2:
0x2B3E	0xA2C2      	BTFSS       ADCON0, 1 
0x2B40	0xD001      	BRA         L_ADC_Read3
;__Lib_ADC_A_D.c,46 :: 		
0x2B42	0xD7FD      	BRA         L_ADC_Read2
L_ADC_Read3:
;__Lib_ADC_A_D.c,47 :: 		
0x2B44	0xF001CFC4  	MOVFF       ADRESH, R1
0x2B48	0x6A00      	CLRF        R0 
;__Lib_ADC_A_D.c,48 :: 		
0x2B4A	0x50C3      	MOVF        ADRESL, 0 
0x2B4C	0x1200      	IORWF       R0, 1 
0x2B4E	0x0E00      	MOVLW       0
0x2B50	0x1201      	IORWF       R1, 1 
;__Lib_ADC_A_D.c,49 :: 		
0x2B52	0x90C2      	BCF         ADCON0, 0 
;__Lib_ADC_A_D.c,51 :: 		
;__Lib_ADC_A_D.c,52 :: 		
0x2B54	0x0012      	RETURN      0
; end of _ADC_Read
_imprime_Display:
;CartaoSDSimples.c,70 :: 		void imprime_Display(){
;CartaoSDSimples.c,74 :: 		valor = calcula_Tensao(adc);
0x2B56	0xF2B4C061  	MOVFF       _adc, FARG_calcula_Tensao_n
0x2B5A	0xF2B5C062  	MOVFF       _adc+1, FARG_calcula_Tensao_n+1
0x2B5E	0xDCAD      	RCALL       _calcula_Tensao
0x2B60	0xF063C000  	MOVFF       R0, _valor
0x2B64	0xF064C001  	MOVFF       R1, _valor+1
;CartaoSDSimples.c,76 :: 		if(valor > valorMaximo){
0x2B68	0x5001      	MOVF        R1, 0 
0x2B6A	0x5C22      	SUBWF       _valorMaximo+1, 0 
0x2B6C	0xE102      	BNZ         L__imprime_Display5
0x2B6E	0x5000      	MOVF        R0, 0 
0x2B70	0x5C21      	SUBWF       _valorMaximo, 0 
L__imprime_Display5:
0x2B72	0xE204      	BC          L_imprime_Display3
;CartaoSDSimples.c,78 :: 		valorMaximo = valor;
0x2B74	0xF021C063  	MOVFF       _valor, _valorMaximo
0x2B78	0xF022C064  	MOVFF       _valor+1, _valorMaximo+1
;CartaoSDSimples.c,80 :: 		} // end if valor > valorMaximo
L_imprime_Display3:
;CartaoSDSimples.c,82 :: 		if(valor < valorMinimo){
0x2B7C	0x5020      	MOVF        _valorMinimo+1, 0 
0x2B7E	0x0100      	MOVLB       0
0x2B80	0x5D64      	SUBWF       _valor+1, 0, 1
0x2B82	0xE102      	BNZ         L__imprime_Display6
0x2B84	0x501F      	MOVF        _valorMinimo, 0 
0x2B86	0x5D63      	SUBWF       _valor, 0, 1
L__imprime_Display6:
0x2B88	0xE204      	BC          L_imprime_Display4
;CartaoSDSimples.c,84 :: 		valorMinimo = valor;
0x2B8A	0xF01FC063  	MOVFF       _valor, _valorMinimo
0x2B8E	0xF020C064  	MOVFF       _valor+1, _valorMinimo+1
;CartaoSDSimples.c,86 :: 		} // end if valor > valorMinimo
L_imprime_Display4:
;CartaoSDSimples.c,88 :: 		lcd_out(1, 2, "Voltimetro");
0x2B92	0x0E01      	MOVLW       1
0x2B94	0x0102      	MOVLB       2
0x2B96	0x6FBA      	MOVWF       FARG_Lcd_Out_row, 1
0x2B98	0x0E02      	MOVLW       2
0x2B9A	0x6FBB      	MOVWF       FARG_Lcd_Out_column, 1
0x2B9C	0x0E23      	MOVLW       ?lstr1_CartaoSDSimples
0x2B9E	0x6FBC      	MOVWF       FARG_Lcd_Out_text, 1
0x2BA0	0x0E00      	MOVLW       hi_addr(?lstr1_CartaoSDSimples)
0x2BA2	0x6FBD      	MOVWF       FARG_Lcd_Out_text+1, 1
0x2BA4	0xF00EEC7B  	CALL        _Lcd_Out, 0
;CartaoSDSimples.c,90 :: 		mil = valor/1000;
0x2BA8	0x0EE8      	MOVLW       232
0x2BAA	0x6E04      	MOVWF       R4 
0x2BAC	0x0E03      	MOVLW       3
0x2BAE	0x6E05      	MOVWF       R5 
0x2BB0	0xF000C063  	MOVFF       _valor, R0
0x2BB4	0xF001C064  	MOVFF       _valor+1, R1
0x2BB8	0xDE9D      	RCALL       _Div_16x16_U
0x2BBA	0xF2B0C000  	MOVFF       R0, imprime_Display_mil_L0
;CartaoSDSimples.c,91 :: 		cen = (valor%1000)/100;
0x2BBE	0x0EE8      	MOVLW       232
0x2BC0	0x6E04      	MOVWF       R4 
0x2BC2	0x0E03      	MOVLW       3
0x2BC4	0x6E05      	MOVWF       R5 
0x2BC6	0xF000C063  	MOVFF       _valor, R0
